phase,candidate,filter_path,VFO_T1_L1,VFO_T1_L2,VFO_T1_K,VFO_C7,VFO_C8,VFO_C9,VFO_C10,VFO_C11,VFO_C12,raw_mixer_mvpp,filter_input_mvpp,filter_output_mvpp,frequency_mhz,filter_gain_db,loaded_out_mvpp
40m_coarse,scale0.850,40 m,5.4,5.4,0.04,16.6,6.599365521978892,17.441185689026284,16.6,6.599365521978892,17.441185689026284,206.93703195871385,203.7357998580033,81.51935227487294,16.5,-7.956132568091658,40.770313500218464
40m_coarse,scale0.925,40 m,5.4,5.4,0.04,16.6,7.1816624798005595,17.441185689026284,16.6,7.1816624798005595,17.441185689026284,426.72084058401003,420.3967549975531,196.23965954164467,16.0,-6.617451467095671,98.19923603927468
40m_coarse,scale0.925,40 m,5.4,5.4,0.04,16.6,7.1816624798005595,17.441185689026284,16.6,7.1816624798005595,17.441185689026284,306.460220900715,301.73321848111306,121.13987655507778,16.25,-7.926719969664418,60.60412228863364
40m_coarse,scale0.925,40 m,5.4,5.4,0.04,16.6,7.1816624798005595,17.441185689026284,16.6,7.1816624798005595,17.441185689026284,191.1917782211661,188.14029255816615,62.23106481762244,16.5,-9.609491657659355,31.12423626692203
40m_coarse,scale1.000,40 m,5.4,5.4,0.04,16.6,7.763959437622226,17.441185689026284,16.6,7.763959437622226,17.441185689026284,396.87567520077283,390.769871789379,158.706750003526,16.0,-7.826513482830983,79.42116364522776
40m_coarse,scale1.000,40 m,5.4,5.4,0.04,16.6,7.763959437622226,17.441185689026284,16.6,7.763959437622226,17.441185689026284,283.24800419383797,278.74685723292737,92.75423844308831,16.25,-9.557524311392363,46.40454525453578
40m_coarse,scale1.000,40 m,5.4,5.4,0.04,16.6,7.763959437622226,17.441185689026284,16.6,7.763959437622226,17.441185689026284,176.65669995968221,173.73954378137907,47.44810083190447,16.5,-11.273596856594779,23.731103351689573
40m_coarse,scale1.075,40 m,5.4,5.4,0.04,16.6,8.346256395443893,17.441185689026284,16.6,8.346256395443893,17.441185689026284,367.004485447803,361.1951344779933,121.99837305480813,16.0,-9.427757048277313,61.05373964783384
40m_coarse,scale1.075,40 m,5.4,5.4,0.04,16.6,8.346256395443893,17.441185689026284,16.6,8.346256395443893,17.441185689026284,261.82995712610455,257.52993552230305,71.01385866258617,16.25,-11.189692153375717,35.52871284628946
40m_coarse,scale1.075,40 m,5.4,5.4,0.04,16.6,8.346256395443893,17.441185689026284,16.6,8.346256395443893,17.441185689026284,163.823596912065,161.01005160001975,36.906429281648265,16.5,-12.795019204038747,18.45901608176559
40m_coarse,scale1.150,40 m,5.4,5.4,0.04,16.6,8.92855335326556,17.441185689026284,16.6,8.92855335326556,17.441185689026284,339.366162768426,333.82177081688525,93.73121807656803,16.0,-11.032607913979932,46.90890040888222
40m_coarse,scale1.150,40 m,5.4,5.4,0.04,16.6,8.92855335326556,17.441185689026284,16.6,8.92855335326556,17.441185689026284,242.90589534779062,238.76160130758143,55.43820784504382,16.25,-12.683106011200795,27.736650449435523
40m_coarse,scale1.150,40 m,5.4,5.4,0.04,16.6,8.92855335326556,17.441185689026284,16.6,8.92855335326556,17.441185689026284,152.62527930830413,149.8876803874602,29.3964380228439,16.5,-14.149424573518775,14.703097284945574
40m_fine,fine0.940,40 m,5.4,5.4,0.04,16.6,6.203403590660158,17.441185689026284,16.6,6.203403590660158,17.441185689026284,484.7508583185189,478.3917290684855,215.62198629608062,16.0,-6.921812401940395,107.89422680066643
40m_fine,fine0.940,40 m,5.4,5.4,0.04,16.6,6.203403590660158,17.441185689026284,16.6,6.203403590660158,17.441185689026284,345.9542111705006,341.03526309676914,162.45362667333467,16.25,-6.441397525846093,81.26893877600207
40m_fine,fine0.940,40 m,5.4,5.4,0.04,16.6,6.203403590660158,17.441185689026284,16.6,6.203403590660158,17.441185689026284,217.72372475711472,214.44163994178464,95.22040950606622,16.5,-7.0515814991396315,47.62203311665089
40m_fine,fine0.970,40 m,5.4,5.4,0.04,16.6,6.401384556319525,17.441185689026284,16.6,6.401384556319525,17.441185689026284,470.5630763061635,464.2075709001112,217.1876171514978,16.0,-6.597543173730935,108.67798909527757
40m_fine,fine0.970,40 m,5.4,5.4,0.04,16.6,6.401384556319525,17.441185689026284,16.6,6.401384556319525,17.441185689026284,337.69062318588686,332.7770832943792,157.41488370388302,16.25,-6.50215236173024,78.74876686418048
40m_fine,fine0.970,40 m,5.4,5.4,0.04,16.6,6.401384556319525,17.441185689026284,16.6,6.401384556319525,17.441185689026284,212.35000700099906,209.10392565742737,88.53481168454944,16.5,-7.464962366876154,44.278674542807835
40m_fine,fine1.000,40 m,5.4,5.4,0.04,16.6,6.599365521978892,17.441185689026284,16.6,6.599365521978892,17.441185689026284,458.0181055245703,451.65642671074494,216.2991688389562,16.0,-6.395066873479892,108.2337825920964
40m_fine,fine1.000,40 m,5.4,5.4,0.04,16.6,6.599365521978892,17.441185689026284,16.6,6.599365521978892,17.441185689026284,329.75264032732656,324.86118454488985,150.0901277538233,16.25,-6.706913925647678,75.0851503610686
40m_fine,fine1.000,40 m,5.4,5.4,0.04,16.6,6.599365521978892,17.441185689026284,16.6,6.599365521978892,17.441185689026284,206.93703195871385,203.7357998580033,81.51935227487294,16.5,-7.956132568091658,40.770313500218464
40m_fine,fine1.030,40 m,5.4,5.4,0.04,16.6,6.797346487638259,17.441185689026284,16.6,6.797346487638259,17.441185689026284,446.7302305671595,440.36488793032373,212.421984886615,16.0,-6.332264420535008,106.29443367051947
40m_fine,fine1.030,40 m,5.4,5.4,0.04,16.6,6.797346487638259,17.441185689026284,16.6,6.797346487638259,17.441185689026284,321.897852975826,317.0473508140511,141.03408886507503,16.25,-7.036000629744773,70.5554374526601
40m_fine,fine1.030,40 m,5.4,5.4,0.04,16.6,6.797346487638259,17.441185689026284,16.6,6.797346487638259,17.441185689026284,201.5168746808,198.36560742080192,74.57730729025634,16.5,-8.497193558601657,37.29862671416859
40m_fine,fine1.060,40 m,5.4,5.4,0.04,16.6,6.995327453297626,17.441185689026284,16.6,6.995327453297626,17.441185689026284,436.2469852595634,429.89242283896124,205.41220700157265,16.0,-6.414670833007067,102.78789862749927
40m_fine,fine1.060,40 m,5.4,5.4,0.04,16.6,6.995327453297626,17.441185689026284,16.6,6.995327453297626,17.441185689026284,313.9729789898297,309.1806023765676,130.94778138756055,16.25,-7.462281885810085,65.5102001448083
40m_fine,fine1.060,40 m,5.4,5.4,0.04,16.6,6.995327453297626,17.441185689026284,16.6,6.995327453297626,17.441185689026284,196.14773045332961,193.04818720174723,67.98262219077517,16.5,-9.0653563165965,34.00061957717426
15m_coarse,scale0.850,15 m,5.4,5.4,0.04,18.07010384438185,6.203403590660158,17.441185689026284,18.07010384438185,6.203403590660158,17.441185689026284,958.0050194405778,947.7159846345295,335.904063015565,12.0,-9.009258974210756,168.7933397282351
15m_coarse,scale0.850,15 m,5.4,5.4,0.04,18.07010384438185,6.203403590660158,17.441185689026284,18.07010384438185,6.203403590660158,17.441185689026284,562.2151796865892,555.5746732957434,260.93187656037964,12.25,-6.564306038574815,131.1053067382585
15m_coarse,scale0.850,15 m,5.4,5.4,0.04,18.07010384438185,6.203403590660158,17.441185689026284,18.07010384438185,6.203403590660158,17.441185689026284,312.1463404572531,307.9136108832325,179.09537256015133,12.5,-4.706890438804697,89.97435761032474
15m_coarse,scale0.925,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,697.7840364265842,689.2572828024488,354.08953979357756,12.0,-5.785365324611798,177.92570889207073
15m_coarse,scale0.925,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,450.1416887108744,443.7794607725766,268.7602201715397,12.25,-4.356044198506543,135.0381380955395
15m_coarse,scale0.925,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,269.3688764089496,265.3203253002188,137.31182726955376,12.5,-5.721251491302183,68.98649540941675
15m_coarse,scale1.000,15 m,5.4,5.4,0.04,21.258945699272765,6.203403590660158,17.441185689026284,21.258945699272765,6.203403590660158,17.441185689026284,576.5317427858447,568.1705378167925,349.4347865557024,12.0,-4.222251452878963,175.59031619648923
15m_coarse,scale1.000,15 m,5.4,5.4,0.04,21.258945699272765,6.203403590660158,17.441185689026284,21.258945699272765,6.203403590660158,17.441185689026284,389.77842099190326,383.8815870639796,188.28179673231458,12.25,-6.187778951736654,94.61307767594681
15m_coarse,scale1.000,15 m,5.4,5.4,0.04,21.258945699272765,6.203403590660158,17.441185689026284,21.258945699272765,6.203403590660158,17.441185689026284,223.64896274963633,220.17674522964217,77.99487132998337,12.5,-9.014108030373357,39.18739752817642
15m_coarse,scale1.075,15 m,5.4,5.4,0.04,22.85336662671822,6.203403590660158,17.441185689026284,22.85336662671822,6.203403590660158,17.441185689026284,498.2137078527425,490.6501192221187,232.05984302207258,12.0,-6.503438291628046,116.63402344683453
15m_coarse,scale1.075,15 m,5.4,5.4,0.04,22.85336662671822,6.203403590660158,17.441185689026284,22.85336662671822,6.203403590660158,17.441185689026284,323.0883880448165,318.0347862104187,107.425317022284,12.25,-9.427359622352538,53.986798045066706
15m_coarse,scale1.075,15 m,5.4,5.4,0.04,22.85336662671822,6.203403590660158,17.441185689026284,22.85336662671822,6.203403590660158,17.441185689026284,186.73967005542298,183.64845581501677,46.500869838525205,12.5,-11.930524083410592,23.364595651793174
15m_coarse,scale1.150,15 m,5.4,5.4,0.04,24.44778755416368,6.203403590660158,17.441185689026284,24.44778755416368,6.203403590660158,17.441185689026284,413.407434774476,406.91187380006136,134.04007943873347,12.0,-9.645313726454292,67.37717491594466
15m_coarse,scale1.150,15 m,5.4,5.4,0.04,24.44778755416368,6.203403590660158,17.441185689026284,24.44778755416368,6.203403590660158,17.441185689026284,271.25105135570385,266.71708427756136,65.679039494535,12.25,-12.172480838290195,33.00871317493023
15m_coarse,scale1.150,15 m,5.4,5.4,0.04,24.44778755416368,6.203403590660158,17.441185689026284,24.44778755416368,6.203403590660158,17.441185689026284,159.87437669770017,156.98975545265426,30.46589143781035,12.5,-14.241148455223009,15.308316141433636
15m_fine,fine0.940,15 m,5.4,5.4,0.04,18.48465328551767,6.203403590660158,17.441185689026284,18.48465328551767,6.203403590660158,17.441185689026284,877.4757880088185,867.8098502424119,338.2654834389278,12.0,-8.183337813230564,169.97925346114397
15m_fine,fine0.940,15 m,5.4,5.4,0.04,18.48465328551767,6.203403590660158,17.441185689026284,18.48465328551767,6.203403590660158,17.441185689026284,522.5025236614741,516.0515997460993,266.52999175037354,12.25,-5.738940856738673,133.91708850847505
15m_fine,fine0.940,15 m,5.4,5.4,0.04,18.48465328551767,6.203403590660158,17.441185689026284,18.48465328551767,6.203403590660158,17.441185689026284,299.4097812940166,295.1684939608575,175.71670837712193,12.5,-4.505138803387471,88.27753658656496
15m_fine,fine0.970,15 m,5.4,5.4,0.04,19.07458902867249,6.203403590660158,17.441185689026284,19.07458902867249,6.203403590660158,17.441185689026284,777.9079960775891,768.9402346080225,344.6781804460617,12.0,-6.969575884165696,173.19963383302115
15m_fine,fine0.970,15 m,5.4,5.4,0.04,19.07458902867249,6.203403590660158,17.441185689026284,19.07458902867249,6.203403590660158,17.441185689026284,479.31099736118495,472.96204289590963,272.40693249965307,12.25,-4.7921626498555,136.86907043333514
15m_fine,fine0.970,15 m,5.4,5.4,0.04,19.07458902867249,6.203403590660158,17.441185689026284,19.07458902867249,6.203403590660158,17.441185689026284,284.6798531480912,280.479409442231,160.88510179391537,12.5,-4.827703094037641,80.82786514631687
15m_fine,fine1.000,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,697.7840364265842,689.2572828024488,354.08953979357756,12.0,-5.785365324611798,177.92570889207073
15m_fine,fine1.000,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,450.1416887108744,443.7794607725766,268.7602201715397,12.25,-4.356044198506543,135.0381380955395
15m_fine,fine1.000,15 m,5.4,5.4,0.04,19.66452477182731,6.203403590660158,17.441185689026284,19.66452477182731,6.203403590660158,17.441185689026284,269.3688764089496,265.3203253002188,137.31182726955376,12.5,-5.721251491302183,68.98649540941675
15m_fine,fine1.030,15 m,5.4,5.4,0.04,20.254460514982128,6.203403590660158,17.441185689026284,20.254460514982128,6.203403590660158,17.441185689026284,637.8886352104778,629.5401611050165,362.52697514337524,12.0,-4.793662269709228,182.1627581029034
15m_fine,fine1.030,15 m,5.4,5.4,0.04,20.254460514982128,6.203403590660158,17.441185689026284,20.254460514982128,6.203403590660158,17.441185689026284,428.6668059639856,422.34624306759,248.79769660493702,12.25,-4.596445600510723,125.01230285817108
15m_fine,fine1.030,15 m,5.4,5.4,0.04,20.254460514982128,6.203403590660158,17.441185689026284,20.254460514982128,6.203403590660158,17.441185689026284,252.3524451388246,248.52180271539765,112.25657830968012,12.5,-6.903053897040007,56.39990449641998
15m_fine,fine1.060,15 m,5.4,5.4,0.04,20.84439625813695,6.203403590660158,17.441185689026284,20.84439625813695,6.203403590660158,17.441185689026284,597.079702256387,588.7259952483518,361.41340096755374,12.0,-4.238179213478864,181.60446527646667
15m_fine,fine1.060,15 m,5.4,5.4,0.04,20.84439625813695,6.203403590660158,17.441185689026284,20.84439625813695,6.203403590660158,17.441185689026284,406.8886034418487,400.77333961761343,214.93014328336395,12.25,-5.412029906418427,108.00029658634743
15m_fine,fine1.060,15 m,5.4,5.4,0.04,20.84439625813695,6.203403590660158,17.441185689026284,20.84439625813695,6.203403590660158,17.441185689026284,235.1324203288859,231.52184919714878,90.53982763916315,12.5,-8.155046383326306,45.489885719439904
