frequency;user0 (gain);user3 (gain);
4.40862e+06;12.0998;12.2903;
4.41878e+06;11.7835;12.1646;
4.42897e+06;11.4702;12.0381;
4.43918e+06;11.1599;11.9108;
4.44941e+06;10.8525;11.783;
4.45967e+06;10.5479;11.6547;
4.46995e+06;10.2463;11.5259;
4.48025e+06;9.94747;11.3968;
4.49058e+06;9.65145;11.2674;
4.50093e+06;9.35818;11.1378;
4.51131e+06;9.06764;11.0081;
4.52171e+06;8.7798;10.8783;
4.53213e+06;8.49463;10.7485;
4.54258e+06;8.21209;10.6187;
4.55305e+06;7.93215;10.4891;
4.56355e+06;7.65478;10.3596;
4.57407e+06;7.37995;10.2302;
4.58461e+06;7.10763;10.1011;
4.59518e+06;6.83778;9.97226;
4.60577e+06;6.57037;9.84371;
4.61639e+06;6.30537;9.71548;
4.62703e+06;6.04276;9.58761;
4.6377e+06;5.78249;9.46012;
4.64839e+06;5.52454;9.33304;
4.65911e+06;5.26887;9.20639;
4.66985e+06;5.01545;9.08019;
4.68061e+06;4.76426;8.95445;
4.6914e+06;4.51526;8.8292;
4.70222e+06;4.26841;8.70444;
4.71305e+06;4.0237;8.5802;
4.72392e+06;3.78108;8.45648;
4.73481e+06;3.54053;8.33329;
4.74572e+06;3.30202;8.21065;
4.75666e+06;3.06551;8.08855;
4.76763e+06;2.83098;7.96702;
4.77862e+06;2.59841;7.84604;
4.78964e+06;2.36775;7.72563;
4.80068e+06;2.13898;7.6058;
4.81174e+06;1.91208;7.48653;
4.82284e+06;1.68701;7.36785;
4.83395e+06;1.46374;7.24975;
4.8451e+06;1.24226;7.13222;
4.85627e+06;1.02253;7.01528;
4.86746e+06;0.804523;6.89891;
4.87868e+06;0.588218;6.78313;
4.88993e+06;0.373586;6.66793;
4.9012e+06;0.160602;6.5533;
4.9125e+06;-0.050759;6.43925;
4.92382e+06;-0.260522;6.32577;
4.93517e+06;-0.468711;6.21286;
4.94655e+06;-0.675351;6.10052;
4.95795e+06;-0.880465;5.98875;
4.96938e+06;-1.08408;5.87754;
4.98084e+06;-1.28621;5.76688;
4.99232e+06;-1.48688;5.65678;
5.00383e+06;-1.68613;5.54723;
5.01536e+06;-1.88395;5.43823;
5.02693e+06;-2.08039;5.32976;
5.03851e+06;-2.27546;5.22184;
5.05013e+06;-2.46918;5.11445;
5.06177e+06;-2.66157;5.00758;
5.07344e+06;-2.85265;4.90124;
5.08514e+06;-3.04244;4.79541;
5.09686e+06;-3.23097;4.6901;
5.10861e+06;-3.41824;4.58529;
5.12038e+06;-3.60429;4.48099;
5.13219e+06;-3.78912;4.37719;
5.14402e+06;-3.97276;4.27388;
5.15588e+06;-4.15522;4.17105;
5.16776e+06;-4.33653;4.06871;
5.17967e+06;-4.51669;3.96684;
5.19162e+06;-4.69573;3.86544;
5.20358e+06;-4.87366;3.76451;
5.21558e+06;-5.05051;3.66404;
5.2276e+06;-5.22627;3.56403;
5.23965e+06;-5.40098;3.46446;
5.25173e+06;-5.57465;3.36534;
5.26384e+06;-5.74729;3.26666;
5.27597e+06;-5.91892;3.16841;
5.28813e+06;-6.08955;3.07059;
5.30033e+06;-6.25919;2.97319;
5.31254e+06;-6.42787;2.87621;
5.32479e+06;-6.5956;2.77964;
5.33707e+06;-6.76238;2.68348;
5.34937e+06;-6.92824;2.58772;
5.3617e+06;-7.09319;2.49236;
5.37406e+06;-7.25724;2.39739;
5.38645e+06;-7.4204;2.30281;
5.39887e+06;-7.58268;2.20861;
5.41131e+06;-7.74411;2.11478;
5.42379e+06;-7.90469;2.02133;
5.43629e+06;-8.06443;1.92824;
5.44882e+06;-8.22335;1.83552;
5.46138e+06;-8.38145;1.74315;
5.47397e+06;-8.53876;1.65113;
5.48659e+06;-8.69527;1.55946;
5.49924e+06;-8.85101;1.46813;
5.51191e+06;-9.00598;1.37714;
5.52462e+06;-9.1602;1.28648;
5.53736e+06;-9.31367;1.19614;
5.55012e+06;-9.46641;1.10614;
5.56292e+06;-9.61842;1.01644;
5.57574e+06;-9.76972;0.927068;
5.58859e+06;-9.92032;0.838;
5.60148e+06;-10.0702;0.749237;
5.61439e+06;-10.2194;0.660774;
5.62733e+06;-10.368;0.572606;
5.6403e+06;-10.5159;0.48473;
5.65331e+06;-10.6631;0.39714;
5.66634e+06;-10.8097;0.309832;
5.6794e+06;-10.9557;0.222802;
5.69249e+06;-11.101;0.136046;
5.70562e+06;-11.2457;0.0495593;
5.71877e+06;-11.3898;-0.0366626;
5.73195e+06;-11.5333;-0.122624;
5.74516e+06;-11.6762;-0.208329;
5.75841e+06;-11.8185;-0.293781;
5.77168e+06;-11.9603;-0.378986;
5.78499e+06;-12.1015;-0.463946;
5.79832e+06;-12.2421;-0.548667;
5.81169e+06;-12.3822;-0.633152;
5.82509e+06;-12.5218;-0.717405;
5.83852e+06;-12.6608;-0.801431;
5.85198e+06;-12.7993;-0.885234;
5.86547e+06;-12.9372;-0.968817;
5.87899e+06;-13.0747;-1.05218;
5.89254e+06;-13.2117;-1.13534;
5.90612e+06;-13.3481;-1.21829;
5.91974e+06;-13.4841;-1.30103;
5.93338e+06;-13.6196;-1.38358;
5.94706e+06;-13.7546;-1.46593;
5.96077e+06;-13.8892;-1.54809;
5.97451e+06;-14.0233;-1.63006;
5.98829e+06;-14.1569;-1.71185;
6.00209e+06;-14.2902;-1.79346;
