frequency;user0 (gain);user3 (gain);
7.14745e+06;4.16748;22.5658;
7.16393e+06;3.57965;22.0134;
7.18044e+06;2.9901;21.4591;
7.197e+06;2.40492;20.9092;
7.21359e+06;1.82826;20.3676;
7.23022e+06;1.26284;19.8372;
7.24688e+06;0.710304;19.3196;
7.26359e+06;0.17153;18.8156;
7.28033e+06;-0.353122;18.3257;
7.29712e+06;-0.863662;17.8498;
7.31394e+06;-1.36034;17.3877;
7.3308e+06;-1.84358;16.9389;
7.3477e+06;-2.31389;16.5029;
7.36464e+06;-2.77183;16.0793;
7.38161e+06;-3.218;15.6673;
7.39863e+06;-3.653;15.2664;
7.41568e+06;-4.07743;14.8759;
7.43278e+06;-4.49185;14.4954;
7.44991e+06;-4.89685;14.1243;
7.46709e+06;-5.29294;13.7619;
7.4843e+06;-5.68064;13.4079;
7.50155e+06;-6.06044;13.0616;
7.51885e+06;-6.43279;12.7228;
7.53618e+06;-6.79812;12.3908;
7.55355e+06;-7.15686;12.0654;
7.57097e+06;-7.50939;11.7461;
7.58842e+06;-7.85608;11.4326;
7.60591e+06;-8.19728;11.1245;
7.62344e+06;-8.53331;10.8214;
7.64102e+06;-8.86449;10.5232;
7.65863e+06;-9.19113;10.2294;
7.67629e+06;-9.5135;9.93977;
7.69398e+06;-9.83188;9.65407;
7.71172e+06;-10.1465;9.37204;
7.7295e+06;-10.4577;9.0934;
7.74732e+06;-10.7656;8.81794;
7.76518e+06;-11.0705;8.54542;
7.78308e+06;-11.3726;8.27562;
7.80102e+06;-11.6721;8.00832;
7.819e+06;-11.9693;7.74331;
7.83703e+06;-12.2643;7.48039;
7.85509e+06;-12.5573;7.21936;
7.8732e+06;-12.8486;6.96003;
7.89135e+06;-13.1383;6.7022;
7.90954e+06;-13.4266;6.44568;
7.92777e+06;-13.7137;6.19029;
7.94605e+06;-13.9998;5.93584;
7.96437e+06;-14.2851;5.68213;
7.98273e+06;-14.5697;5.42899;
8.00113e+06;-14.854;5.17623;
8.01957e+06;-15.1379;4.92364;
8.03806e+06;-15.4218;4.67105;
8.05659e+06;-15.7059;4.41824;
8.07516e+06;-15.9903;4.16503;
8.09378e+06;-16.2752;3.9112;
8.11244e+06;-16.5609;3.65654;
8.13114e+06;-16.8476;3.40083;
8.14988e+06;-17.1355;3.14385;
8.16867e+06;-17.4248;2.88534;
8.1875e+06;-17.7159;2.62507;
8.20637e+06;-18.0089;2.36276;
8.22529e+06;-18.3042;2.09815;
8.24425e+06;-18.602;1.83094;
8.26326e+06;-18.9027;1.56082;
8.28231e+06;-19.2065;1.28747;
8.3014e+06;-19.5138;1.01051;
8.32053e+06;-19.8251;0.729589;
8.33972e+06;-20.1407;0.444282;
8.35894e+06;-20.4611;0.154151;
8.37821e+06;-20.7867;-0.141281;
8.39752e+06;-21.1181;-0.442537;
8.41688e+06;-21.4558;-0.750185;
8.43629e+06;-21.8004;-1.06485;
8.45573e+06;-22.1527;-1.38722;
8.47523e+06;-22.5134;-1.71805;
8.49476e+06;-22.8834;-2.05819;
