time_s,u89_1_pin1_v,u89_1_pin4_v,u89_1_signal_diff_v,u89_1_pin8_v,u89_1_pin10_v,u89_1_carrier_diff_v,u89_1_pin6_v,u89_1_pin12_v,u89_1_output_diff_v
7.288197956432e-05,6.714761928029e+00,6.783106085981e+00,-6.834415795239e-02,1.003344010739e+01,1.001671784134e+01,1.672226604510e-02,1.271584165113e+01,1.275547333562e+01,-3.963168449203e-02
7.288397956432e-05,6.708001352780e+00,6.783106602567e+00,-7.510524978742e-02,1.003525502927e+01,1.001678479454e+01,1.847023473151e-02,1.271242261513e+01,1.275398355681e+01,-4.156094167601e-02
7.288597956432e-05,6.701583808966e+00,6.783107671353e+00,-8.152386238721e-02,1.003695017168e+01,1.001685906601e+01,2.009110567445e-02,1.271034564616e+01,1.275235315027e+01,-4.200750411355e-02
7.288797956432e-05,6.695537258172e+00,6.783109259361e+00,-8.757200118908e-02,1.003850906410e+01,1.001694000438e+01,2.156905972300e-02,1.270966922533e+01,1.275061962790e+01,-4.095040257225e-02
7.288997956432e-05,6.689888115935e+00,6.783111327797e+00,-9.322321186237e-02,1.003991632870e+01,1.001702689400e+01,2.288943470567e-02,1.271041592468e+01,1.274882466248e+01,-3.840873780085e-02
7.289197956432e-05,6.684661060386e+00,6.783113832472e+00,-9.845277208690e-02,1.004115786497e+01,1.001711896104e+01,2.403890392199e-02,1.271257113509e+01,1.274701305393e+01,-3.444191884006e-02
7.289397956432e-05,6.679878995428e+00,6.783116724308e+00,-1.032377288798e-01,1.004222108081e+01,1.001721538033e+01,2.500570048699e-02,1.271608279661e+01,1.274523144471e+01,-2.914864809775e-02
7.289597956432e-05,6.675562879994e+00,6.783119949918e+00,-1.075570699239e-01,1.004309504940e+01,1.001731528271e+01,2.577976668246e-02,1.272086218701e+01,1.274352686170e+01,-2.266467469483e-02
7.289797956432e-05,6.671731700022e+00,6.783123452252e+00,-1.113917522299e-01,1.004377069418e+01,1.001741776307e+01,2.635293110983e-02,1.272678580998e+01,1.274194512850e+01,-1.515931851883e-02
7.289997956432e-05,6.668402297417e+00,6.783127171177e+00,-1.147248737607e-01,1.004424060067e+01,1.001752188899e+01,2.671871168551e-02,1.273369704381e+01,1.274053478212e+01,-6.837738304599e-03
7.290197956432e-05,6.665592087466e+00,6.783131048321e+00,-1.175389608550e-01,1.004450223206e+01,1.001762672334e+01,2.687550871361e-02,1.274141341965e+01,1.273930249415e+01,2.110925497970e-03
7.290397956432e-05,6.663306930831e+00,6.783135017177e+00,-1.198280863460e-01,1.004454763416e+01,1.001773129504e+01,2.681633912779e-02,1.274973233534e+01,1.273831788149e+01,1.141445384967e-02
7.290597956432e-05,6.661561866273e+00,6.783139009781e+00,-1.215771435081e-01,1.004437928904e+01,1.001783462351e+01,2.654466552296e-02,1.275842933084e+01,1.273762234951e+01,2.080698133110e-02
7.290797956432e-05,6.660363024286e+00,6.783142963564e+00,-1.227799392787e-01,1.004399860805e+01,1.001793576499e+01,2.606284306330e-02,1.276726674140e+01,1.273719978696e+01,3.006695444049e-02
7.290997956432e-05,6.659717781232e+00,6.783146815562e+00,-1.234290343291e-01,1.004340846954e+01,1.001803378702e+01,2.537468252527e-02,1.277600474797e+01,1.273707127380e+01,3.893347416570e-02
7.291197956432e-05,6.659628187475e+00,6.783150505838e+00,-1.235223183628e-01,1.004261526354e+01,1.001812778418e+01,2.448747936124e-02,1.278440555295e+01,1.273723171485e+01,4.717383810383e-02
7.291397956432e-05,6.660094238838e+00,6.783153974372e+00,-1.230597355338e-01,1.004162565724e+01,1.001821688549e+01,2.340877175379e-02,1.279224002156e+01,1.273768293732e+01,5.455708423577e-02
7.291597956432e-05,6.661115069048e+00,6.783157165364e+00,-1.220420963160e-01,1.004044985501e+01,1.001830026328e+01,2.214959173765e-02,1.279929326859e+01,1.273840869966e+01,6.088456892724e-02
7.291797956432e-05,6.662685415584e+00,6.783160026467e+00,-1.204746108830e-01,1.003909859741e+01,1.001837714440e+01,2.072145300926e-02,1.280537040093e+01,1.273938938777e+01,6.598101316192e-02
7.291997956432e-05,6.664799552273e+00,6.783162509593e+00,-1.183629573203e-01,1.003758517788e+01,1.001844681536e+01,1.913836252714e-02,1.281030192887e+01,1.274059819082e+01,6.970373805410e-02
7.292197956432e-05,6.667447568731e+00,6.783164571631e+00,-1.157170028993e-01,1.003592364856e+01,1.001850863079e+01,1.741501776485e-02,1.281394792114e+01,1.274200277480e+01,7.194514634448e-02
7.292397956432e-05,6.670618813043e+00,6.783166174597e+00,-1.125473615540e-01,1.003413001547e+01,1.001856201909e+01,1.556799638439e-02,1.281620163819e+01,1.274356720775e+01,7.263443043571e-02
7.292597956432e-05,6.674298893983e+00,6.783167286343e+00,-1.088683923593e-01,1.003222087064e+01,1.001860648826e+01,1.361438237989e-02,1.281699200153e+01,1.274525199231e+01,7.174000922533e-02
7.292797956432e-05,6.678472467805e+00,6.783167880616e+00,-1.046954128112e-01,1.003021434170e+01,1.001864163052e+01,1.157271117981e-02,1.281628525318e+01,1.274701620259e+01,6.926905059042e-02
7.292997956432e-05,6.683120843563e+00,6.783167937546e+00,-1.000470939834e-01,1.002812884059e+01,1.001866712621e+01,9.461714377750e-03,1.281408552662e+01,1.274881773453e+01,6.526779208473e-02
7.293197956432e-05,6.688224312021e+00,6.783167443665e+00,-9.494313164349e-02,1.002598392030e+01,1.001868274659e+01,7.301173715160e-03,1.281043455659e+01,1.275061503430e+01,5.981952228984e-02
7.293397956432e-05,6.693760157488e+00,6.783166392175e+00,-8.940623468752e-02,1.002379909056e+01,1.001868835586e+01,5.110734691511e-03,1.280541039085e+01,1.275236742774e+01,5.304296311087e-02
7.293597956432e-05,6.699704690566e+00,6.783164782901e+00,-8.346009233574e-02,1.002159459659e+01,1.001868391204e+01,2.910684551100e-03,1.279912532367e+01,1.275403652810e+01,4.508879557694e-02
7.293797956432e-05,6.706031538011e+00,6.783162622377e+00,-7.713108436595e-02,1.001939031044e+01,1.001866946695e+01,7.208434900008e-04,1.279172296987e+01,1.275558647993e+01,3.613648994251e-02
7.293997956432e-05,6.712713472344e+00,6.783159923691e+00,-7.044645134708e-02,1.001720642713e+01,1.001864516512e+01,-1.438737995640e-03,1.278337470773e+01,1.275698513946e+01,2.638956827333e-02
7.294197956432e-05,6.719720907865e+00,6.783156706426e+00,-6.343579856098e-02,1.001506244090e+01,1.001861124187e+01,-3.548800969380e-03,1.277427543704e+01,1.275820421520e+01,1.607122184585e-02
7.294397956432e-05,6.727023576295e+00,6.783152996385e+00,-5.612942008959e-02,1.001297776117e+01,1.001856802022e+01,-5.590259049558e-03,1.276463888120e+01,1.275922028722e+01,5.418593975099e-03
7.294597956432e-05,6.734589188603e+00,6.783148825392e+00,-4.855963678913e-02,1.001097077704e+01,1.001851590722e+01,-7.545130177188e-03,1.275469239965e+01,1.276001487637e+01,-5.322476721920e-03
7.294797956432e-05,6.742384983118e+00,6.783144230910e+00,-4.075924779173e-02,1.000905940351e+01,1.001845538912e+01,-9.395985614740e-03,1.274467153737e+01,1.276057532798e+01,-1.590379060928e-02
7.294997956432e-05,6.750376528291e+00,6.783139255706e+00,-3.276272741529e-02,1.000726023512e+01,1.001838702616e+01,-1.112679104167e-02,1.273481430058e+01,1.276089480105e+01,-2.608050046499e-02
7.295197956432e-05,6.758529158712e+00,6.783133947370e+00,-2.460478865819e-02,1.000558903813e+01,1.001831144628e+01,-1.272240815581e-02,1.272535538835e+01,1.276097296920e+01,-3.561758085292e-02
7.295397956432e-05,6.766806901246e+00,6.783128357875e+00,-1.632145662861e-02,1.000405999469e+01,1.001822933870e+01,-1.416934401014e-02,1.271652039867e+01,1.276081584190e+01,-4.429544322206e-02
