supply_v,q1_gate1_v,q1_source_v,q1_drain_v,v_gs_v,drain_current_ma
9.349999999999998,0.8133821710894716,1.881038944652018,8.939240179417412,-1.0676567735625464,4.002210520536209
9.399999999999999,0.8178571669841694,1.884613547158161,8.98845008003877,-1.0667563801739917,4.009816057783321
9.45,0.8223321505149546,1.888188789175269,9.037659841949724,-1.0658566386603143,4.017422955692061
9.5,0.8268071217108597,1.89176466920063,9.086869465476195,-1.0649575474897703,4.02503121106517
9.55,0.8312820806027585,1.895341185738959,9.136078950942636,-1.0640591051362005,4.0326408207211895
9.600000000000001,0.8357570272175215,1.898918337297419,9.185288298672601,-1.0631613100798973,4.04025178148387
9.650000000000002,0.8402319615858416,1.902496122392183,9.23449750898828,-1.0622641608063415,4.047864090196134
9.700000000000003,0.8447068837353281,1.906074539542562,9.283706582210513,-1.061367655807234,4.055477743707579
9.750000000000004,0.8491817936924934,1.909653587272763,9.332915518659373,-1.0604717935802697,4.063092738878219
9.800000000000004,0.8536566914887147,1.913233264116694,9.382124318653196,-1.0595765726279793,4.070709072588711
9.850000000000005,0.8581315771512688,1.916813568610446,9.431332982509266,-1.0586819914591772,4.078326741724353
9.900000000000006,0.8626064507073379,1.920394499295839,9.480541510544056,-1.0577880485885012,4.085945743182636
9.950000000000006,0.8670813121859632,1.923976054721643,9.529749903072053,-1.0568947425356798,4.093566073875836
10.00000000000001,0.8715561616151203,1.927558233441453,9.578958160407149,-1.0560020718263328,4.101187730726496
10.05000000000001,0.8760309990216426,1.931141034013436,9.62816628286208,-1.0551100349917935,4.108810710666885
10.10000000000001,0.8805058244353117,1.934724455003612,9.67737427074775,-1.0542186305683003,4.116435010645983
10.15000000000001,0.884980637881742,1.938308494980269,9.726582124374936,-1.053327857098527,4.1240606276175935
10.20000000000001,0.889455439388444,1.941893152518508,9.77578984405249,-1.052437713130064,4.131687558550016
10.25000000000001,0.8939302289870222,1.945478426202255,9.82499743008763,-1.051548197215233,4.13931580043033
10.30000000000001,0.8984050066985616,1.94906431461239,9.87420488278813,-1.0506593079138284,4.146945350239128
10.35000000000001,0.9028797725544909,1.952650816343422,9.923412202459104,-1.049771043788931,4.154576204986004
10.40000000000001,0.9073545265808576,1.95623792999081,9.972619389404727,-1.0488834034099523,4.162208361682574
10.45000000000001,0.9118292688036552,1.959825654155482,10.02182644392879,-1.0479963853518268,4.169841817352089
10.50000000000001,0.9163039992508696,1.963413987445124,10.07103336633328,-1.0471099881942543,4.177476569032178
10.55000000000001,0.920778717950389,1.967002928472563,10.12024015691889,-1.046224210522174,4.185112613771411
10.60000000000002,0.9252534249257324,1.970592475852507,10.16944681598626,-1.0453390509267746,4.192749948622356
10.65000000000002,0.9297281202045781,1.974182628208034,10.21865334383394,-1.0444545080034557,4.200388570655392
10.70000000000002,0.9342028038178027,1.97777338417003,10.26785974075886,-1.0435705803522273,4.2080284769575105
10.75000000000002,0.938677475787524,1.981364742367612,10.31706600705861,-1.042687266580088,4.215669664611941
10.80000000000002,0.9431521361389362,1.984956701437319,10.36627214302861,-1.0418045652983827,4.2233121307177
10.85000000000002,0.9476267849026988,1.98854926002531,10.41547814896282,-1.0409224751226112,4.230955872394277
10.90000000000002,0.9521014221016411,1.992142416776472,10.46468402515504,-1.040040994674831,4.2386008867584515
10.95000000000002,0.9565760477640027,1.995736170345026,10.51388977189686,-1.0391601225810234,4.246247170946864
11.00000000000002,0.9610506619135393,1.999330519386747,10.56309538948025,-1.0382798574732077,4.253894722099462
11.05000000000002,0.9655252645760897,2.002925462563967,10.61230087819531,-1.0374001979878773,4.261543537370143
11.10000000000002,0.9699998557785116,2.006520998544849,10.66150623833069,-1.0365211427663374,4.269193613925211
11.15000000000002,0.9744744355487708,2.010117126003406,10.71071147017426,-1.0356426904546354,4.276844948943418
11.20000000000002,0.9789490039078776,2.013713843612978,10.75991657401351,-1.0347648397051001,4.28449753960208
11.25000000000002,0.9834235608847371,2.017311150058087,10.8091215501339,-1.03388758917335,4.292151383102313
11.30000000000003,0.9878981065036156,2.020909044024421,10.85832639882069,-1.0330109375208054,4.299806476647705
11.35000000000003,0.9923726407874677,2.024507524201538,10.90753112035786,-1.0321348834140704,4.307462817450081
11.40000000000003,0.9968471637661187,2.02810658928929,10.95673571502737,-1.0312594255231713,4.315120402743171
11.45000000000003,1.00132167546006,2.031706237984696,11.00594018311212,-1.0303845625246362,4.322779229754673
11.50000000000003,1.005796175897782,2.035306468996154,11.05514452489201,-1.0295102930983722,4.3304392957364986
11.55000000000003,1.01027066510423,2.038907281033907,11.10434874064675,-1.028636615929677,4.338100597944483
11.60000000000003,1.014745143099544,2.042508672809036,11.15355283065618,-1.0277635297094918,4.345763133636246
11.65000000000003,1.019219609915556,2.046110643046722,11.20275679519668,-1.0268910331311663,4.353426900099409
11.70000000000003,1.023694065574582,2.049713190469185,11.25196063454536,-1.026019124894603,4.361091894615288
11.75000000000003,1.028168510094005,2.053316313799305,11.30116434897919,-1.0251478037053,4.368758114466606
